league_id,count,final_over>=0.99,final_over<=0.01,raw_over>=0.99,raw_over<=0.01
96,15,0,0,0,0
40,11,0,0,0,0
39,10,0,0,0,0
135,10,0,0,0,0
141,10,0,0,0,0
203,9,0,0,0,0
140,9,0,0,0,0
136,9,0,0,0,0
88,9,0,0,0,0
78,8,0,0,0,0
61,8,0,0,0,0
71,8,0,0,0,0
79,7,0,0,0,0
144,7,0,0,0,0
197,7,0,0,0,0
307,6,0,0,0,0
179,6,0,0,0,0
218,6,0,0,0,0
207,6,0,0,0,0
119,5,0,0,0,0
62,4,0,0,0,0
95,3,0,0,0,0
